Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
57537,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,345,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,63497492,22,18,1337,26322,437,0,60.77272727,133.7937047,2896,0,1462.333333,1032.583624,435.5920073,0.62994614,1628140.821,10100000.0,63200000,1,63500000,3023690.095,13800000.0,63200000,1,285679,16804.64706,48361.45244,199743,4,0,0,0,0,716,584,0.346470377,0.283475763,0,2896,674.6097561,979.9944867,960389.1939,0,0,0,1,0,0,0,0,0,691.475,60.77272727,1462.333333,716,0,0,0,0,0,0,22,1337,18,26322,65535,1006,7,32,309617.0,0.0,309617,309617,63200000.0,0.0,63200000,63200000,BENIGN
80,157,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,76433.12102,12738.8535,157.0,0.0,157,157,157,157.0,0.0,157,157,0,0.0,0.0,0,0,0,0,0,0,40,0,12738.8535,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,7,1,3,6,43,6,6,6.0,0.0,31,6,14.33333333,14.43375673,7000000.0,571428.5714,2.333333333,1.154700538,3,1,0,0.0,0.0,0,0,4,2.0,1.414213562,3,1,0,0,0,0,20,60,142857.1429,428571.4286,6,31,11.0,11.18033989,125.0,1,0,0,0,1,0,0,0,3,13.75,6.0,14.33333333,20,0,0,0,0,0,0,1,6,3,43,0,62,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61560864,16,17,965,8504,586,0,60.3125,150.2618686,2433,0,500.2352941,750.1379481,153.8152551,0.536054855,1923777.0,3922732.176,10000000,19,61600000,4104057.6,4984952.58,10100000,1048,61500000,3844385.125,4933295.738,10100000,48,0,0,0,0,356,424,0.259905384,0.276149471,0,2433,278.5,577.7982373,333850.803,0,0,0,1,0,0,0,0,1,286.9393939,60.3125,500.2352941,356,0,0,0,0,0,0,16,965,17,8504,8192,114,13,20,270128.1667,538538.371,1369415,50136,9958375.833,98658.3596,10000000,9757149,BENIGN
443,116424725,36,33,5547,18145,2879,0,154.0833333,499.9444183,1418,0,549.8484848,646.2856915,203.4962934,0.592657616,1712128.309,3717280.805,10000000,1,116000000,3326420.714,4682607.765,10100000,1,112000000,3489561.125,4823596.806,10100000,2,0,0,0,0,1160,1064,0.309212669,0.283444947,0,2879,338.4571429,601.0492682,361260.2228,0,0,0,1,0,0,0,0,0,343.3623188,154.0833333,549.8484848,1160,0,0,0,0,0,0,36,5547,33,18145,29200,477,8,32,139995.1818,343646.0606,1176127,36266,10000000.0,4034.837174,10000000,10000000,BENIGN
50853,63,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,190476.1905,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15873.01587,15873.01587,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,126,251,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,183,2,2,54,150,27,27,27.0,0.0,75,75,75.0,0.0,1114754.098,21857.9235,61.0,65.13831438,132,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,64,64,10928.96175,10928.96175,27,75,46.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,57.75,27.0,75.0,64,0,0,0,0,0,0,2,54,2,150,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
465,2791510,17,24,1376,4520,362,0,80.94117647,88.22306288,1418,0,188.3333333,408.5082796,2112.118531,14.68739141,69787.75,278439.5664,1771857,3,2742102,171381.375,444629.6023,1821211,207,2742413,119235.3478,362467.5331,1771857,3,0,0,0,0,552,776,6.089894,8.597497412,0,1418,140.3809524,316.1392833,99944.04646,0,0,0,1,0,0,0,0,1,143.804878,80.94117647,188.3333333,552,0,0,0,0,0,0,17,1376,24,4520,29200,175,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,173915,6,7,4023,368,2920,0,670.5,1129.490637,182,0,52.57142857,74.85064494,25247.96596,74.74915907,14492.91667,18101.81188,38911,2,135129,27025.8,21643.16291,49922,1754,135574,22595.66667,25006.42995,51971,2,0,0,0,0,132,148,34.49961188,40.24954719,0,2920,313.6428571,772.2057923,596301.7857,0,0,0,1,0,0,0,0,1,337.7692308,670.5,52.57142857,132,0,0,0,0,0,0,6,4023,7,368,8192,77,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24358,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,16421.7095,164.217095,8119.333333,14018.0834,24306,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,82.1085475,82.1085475,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,64,0,0,0,0,0,0,2,72,2,328,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,64094138,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.995593762,0.062408203,21400000.0,36800000.0,63900000,94079,64000000,64000000.0,0.0,64000000,64000000,64000000,64000000.0,0.0,64000000,64000000,0,0,0,0,52,52,0.031204102,0.031204102,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,94079.0,0.0,94079,94079,63900000.0,0.0,63900000,63900000,BENIGN
80,81496188,27,20,4005,8762,435,0,148.3333333,206.573697,796,0,438.1,405.9543532,156.6576341,0.576714091,1771656.261,3591879.418,10000000,20,81500000,3134468.769,4347907.155,10000000,321,79000000,4157423.368,4717837.741,10000000,713,0,0,0,0,576,496,0.33130384,0.245410252,0,796,265.9791667,335.0967145,112289.8081,0,0,0,1,0,0,0,0,0,271.6382979,148.3333333,438.1,576,0,0,0,0,0,0,27,4005,20,8762,8192,304,24,20,1315468.714,3416346.068,9063013,23475,9969032.714,74353.52653,10000000,9800511,BENIGN
443,79314,7,9,762,6582,427,0,108.8571429,159.0832367,2920,0,731.3333333,1016.107278,92593.99349,201.7298333,5287.6,9542.335315,23655,1,54432,9072.0,12160.93799,25405,22,55659,6957.375,11973.09938,28656,1,0,0,0,0,152,192,88.25680208,113.4730312,0,2920,432.0,795.9119769,633475.875,0,0,0,1,0,0,0,0,1,459.0,108.8571429,731.3333333,152,0,0,0,0,0,0,7,762,9,6582,8192,62,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48557,1,1,48,113,48,48,48.0,0.0,113,113,113.0,0.0,3315.690838,41.18870606,48557.0,0.0,48557,48557,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.59435303,20.59435303,48,113,69.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,104.5,48.0,113.0,32,0,0,0,0,0,0,1,48,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62333,2,2,62,108,31,31,31.0,0.0,54,54,54.0,0.0,2727.287312,64.17146616,20777.66667,35942.94837,62281,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,80,32.08573308,32.08573308,31,54,40.2,12.59761882,158.7,0,0,0,0,0,0,0,0,1,50.25,31.0,54.0,40,0,0,0,0,0,0,2,62,2,108,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,181,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1082872.928,22099.44751,60.33333333,62.77207447,128,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,11049.72376,11049.72376,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115750889,21,19,972,4285,568,0,46.28571429,131.9606543,1448,0,225.5263158,479.4788106,45.41649784,0.3455697,2967971.513,4541162.432,10000000,6,116000000,5787544.45,4953154.594,10100000,45,111000000,6146803.222,5033734.838,10100000,48,0,0,0,0,680,616,0.181424093,0.164145608,0,1448,128.2195122,347.267585,120594.7756,0,0,0,1,0,0,0,0,0,131.425,46.28571429,225.5263158,680,0,0,0,0,0,0,21,972,19,4285,29200,23,4,32,50824.16667,29993.20734,146064,42000,9595079.5,1426235.757,10000000,5066220,BENIGN
123,64038930,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.998176266,0.062462006,21300000.0,36900000.0,64000000,38947,64000000,64000000.0,0.0,64000000,64000000,64000000,64000000.0,0.0,64000000,64000000,0,0,0,0,40,40,0.031231003,0.031231003,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,42749.0,0.0,42749,42749,64000000.0,0.0,64000000,64000000,BENIGN
53,164363,2,2,86,454,43,43,43.0,0.0,227,227,227.0,0.0,3285.41095,24.33637741,54787.66667,94849.99176,164311,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,12.1681887,12.1681887,43,227,116.6,100.7809506,10156.8,0,0,0,0,0,0,0,0,1,145.75,43.0,227.0,64,0,0,0,0,0,0,2,86,2,454,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30963,1,1,44,236,44,44,44.0,0.0,236,236,236.0,0.0,9043.051384,64.59322417,30963.0,0.0,30963,30963,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.29661209,32.29661209,44,236,108.0,110.8512517,12288.0,0,0,0,0,0,0,0,0,1,162.0,44.0,236.0,20,0,0,0,0,0,0,1,44,1,236,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,934469,34,39,605,70480,303,0,17.79411765,62.2545018,4373,0,1807.179487,990.7892885,76069.93918,78.11923135,12978.73611,38455.99238,153009,2,934269,28311.18182,53405.18627,153086,2,787330,20719.21053,48884.9154,153161,48,0,0,0,0,1096,1256,36.38429953,41.73493182,0,4373,960.6081081,1149.907999,1322288.406,0,0,0,1,0,0,0,0,1,973.7671233,17.79411765,1807.179487,1096,0,0,0,0,0,0,34,605,39,70480,29200,130,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,182385,31,31,836,44390,230,0,26.96774194,62.74949342,2896,0,1431.935484,635.6550918,247969.9537,339.9402363,2989.918033,7676.640095,40211,0,182385,6079.5,12087.68808,55820,4,165966,5532.2,16502.93784,81819,1,0,0,0,0,1000,1000,169.9701182,169.9701182,0,2896,717.8730159,836.2693942,699346.4997,0,0,0,1,0,0,0,0,1,729.4516129,26.96774194,1431.935484,1000,0,0,0,0,0,0,31,836,31,44390,29200,63,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48708,60,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16666.66667,16666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,482,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54973,105,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,114285.7143,19047.61905,105.0,0.0,105,105,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9523.809524,9523.809524,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,183,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,204,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1588235.294,19607.84314,68.0,111.718396,197,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,9803.921569,9803.921569,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,16293,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5892.100902,122.7521021,16293.0,0.0,16293,16293,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,61.37605106,61.37605106,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,69715685,450,723,11773,930960,258,0,26.16222222,41.68348115,3141,0,1287.634855,599.7500606,13522.53801,16.82548196,59484.37287,1716525.664,58600000,0,69700000,155268.7862,2772512.145,58600000,3,69700000,96468.89751,2187518.219,58600000,0,0,0,0,0,9012,14472,6.454788474,10.37069348,0,3141,803.0093697,773.8835761,598895.7893,0,0,0,1,0,0,0,0,1,803.6939471,26.16222222,1287.634855,9012,0,0,0,0,0,0,450,11773,723,930960,8192,43,449,20,11000000.0,0.0,11000000,11000000,58600000.0,0.0,58600000,58600000,BENIGN
53,30928,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,3491.981376,64.66632178,30928.0,0.0,30928,30928,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.33316089,32.33316089,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,32,0,0,0,0,0,0,1,46,1,62,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116237539,20,17,895,5317,458,0,44.75,108.382789,4096,0,312.7647059,1001.966662,53.44228769,0.31831369,3228820.528,4644502.367,10000000,4,116000000,6117765.211,4855998.492,10000000,4,111000000,6910494.813,4773772.829,10000000,5,0,0,0,0,412,484,0.172061454,0.146252236,0,4096,163.4736842,677.3100107,458748.8506,0,0,0,1,0,0,0,0,0,167.8918919,44.75,312.7647059,412,0,0,0,0,0,0,20,895,17,5317,8192,980,19,20,56031.0,107785.2856,398246,23105,9630430.25,1255039.467,10000000,5646245,BENIGN
53,59948,4,2,172,198,43,43,43.0,0.0,99,99,99.0,0.0,6172.015747,100.0867418,11989.6,25879.77124,58268,3,58275,19425.0,33639.02476,58268,3,48,48.0,0.0,48,48,0,0,0,0,104,40,66.72449456,33.36224728,43,99,59.0,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,68.83333333,43.0,99.0,104,0,0,0,0,0,0,4,172,2,198,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52073,110,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,109090.9091,18181.81818,110.0,0.0,110,110,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9090.909091,9090.909091,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,21,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,163491,1,1,54,110,54,54,54.0,0.0,110,110,110.0,0.0,1003.113321,12.23308928,163491.0,0.0,163491,163491,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.116544642,6.116544642,54,110,72.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,109.0,54.0,110.0,32,0,0,0,0,0,0,1,54,1,110,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57321,86,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11627.90698,11627.90698,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,435,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46640,1,1,56,164,56,56,56.0,0.0,164,164,164.0,0.0,4716.981132,42.88164666,46640.0,0.0,46640,46640,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.44082333,21.44082333,56,164,92.0,62.35382907,3888.0,0,0,0,0,0,0,0,0,1,138.0,56.0,164.0,20,0,0,0,0,0,0,1,56,1,164,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42999,8371,15,6,19897,0,2896,0,1326.466667,1136.570208,0,0,0.0,0.0,2376896.428,2508.660853,418.55,1485.585565,6602,0,8371,597.9285714,1763.747168,6602,1,6931,1386.2,3094.606792,6922,0,0,0,0,0,496,208,1791.900609,716.7602437,0,2896,904.4090909,1122.979992,1261084.063,0,0,0,1,0,0,0,0,0,947.4761905,1326.466667,0.0,496,0,0,0,0,0,0,15,19897,6,0,29200,362,10,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
35972,777,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2574.002574,777.0,0.0,777,777,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1287.001287,1287.001287,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,40632663,13,8,1732,2922,837,0,133.2307692,247.4668846,1448,0,365.25,589.5229912,114.5383949,0.516825589,2031633.15,9003900.987,40300000,1,40600000,3386055.25,11600000.0,40300000,1,263891,37698.71429,46149.93366,91467,188,0,0,0,0,428,264,0.319939651,0.196885939,0,1448,211.5454545,407.1458996,165767.7835,0,0,0,1,0,0,0,0,0,221.6190476,133.2307692,365.25,428,0,0,0,0,0,0,13,1732,8,2922,65535,120,7,32,347732.0,0.0,347732,347732,40300000.0,0.0,40300000,40300000,BENIGN
80,144,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,83333.33333,13888.88889,144.0,0.0,144,144,144,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0,0,0,40,0,13888.88889,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48152,2,2,84,246,42,42,42.0,0.0,123,123,123.0,0.0,6853.29789,83.07027745,16050.66667,27797.10608,48148,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,64,41.53513873,41.53513873,42,123,74.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,93.0,42.0,123.0,40,0,0,0,0,0,0,2,84,2,246,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60640787,9,9,909,961,909,0,101.0,303.0,961,0,106.7777778,320.3333333,30.83733066,0.296829921,3567105.118,4903692.366,10000000,18,50600000,6326389.625,5191820.232,10100000,340,60600000,7569492.0,4645868.115,10100000,1400,0,0,0,0,296,296,0.14841496,0.14841496,0,961,98.42105263,294.9345155,86986.36842,0,0,0,1,0,0,0,0,1,103.8888889,101.0,106.7777778,296,0,0,0,0,0,0,9,909,9,961,29200,112,1,32,101463.4,38749.41575,170777,83859,10000000.0,13726.39736,10000000,9996368,BENIGN
53,30614,1,1,75,141,75,75,75.0,0.0,141,141,141.0,0.0,7055.595479,65.32958777,30614.0,0.0,30614,30614,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.66479389,32.66479389,75,141,97.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,145.5,75.0,141.0,20,0,0,0,0,0,0,1,75,1,141,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5353,18,13,0,585,0,45,45,45.0,0.0,0,0,0.0,0.0,32500000.0,722222.2222,1.5,1.167748416,5,1,18,1.5,1.167748416,5,1,0,0.0,0.0,0,0,0,0,0,0,260,0,722222.2222,0.0,45,45,45.0,0.0,0.0,0,0,0,0,0,0,0,0,0,48.46153846,45.0,0.0,260,0,0,0,0,0,0,13,585,0,0,-1,-1,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115260389,22,23,787,11871,332,0,35.77272727,81.04550857,1460,0,516.1304348,667.2814797,109.820903,0.390420338,2619554.295,4369283.915,9997105,3,115000000,5488589.952,4975823.491,10000000,3,110000000,5017709.909,5120627.468,10000000,50,0,0,0,0,452,604,0.190872165,0.199548173,0,1460,275.173913,529.2708319,280127.6135,0,0,0,1,0,0,0,0,1,281.2888889,35.77272727,516.1304348,452,0,0,0,0,0,0,22,787,23,11871,8192,980,21,20,38505.0,49256.31791,187018,23492,9996906.0,170.6352836,9997105,9996517,BENIGN
3097,5,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,8600000.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,0,0,60,0,600000.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,78,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,191,2,2,96,128,48,48,48.0,0.0,64,64,64.0,0.0,1172774.869,20942.40838,63.66666667,105.0825073,185,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,40,40,10471.20419,10471.20419,48,64,54.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,68.0,48.0,64.0,40,0,0,0,0,0,0,2,96,2,128,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,251,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,637450.1992,15936.25498,83.66666667,60.91250556,154,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,80,80,7968.12749,7968.12749,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,80,0,0,0,0,0,0,2,64,2,96,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5617004,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.136370207,0.712123402,1872334.667,3222835.969,5593721,44,5617004,2808502.0,3938894.484,5593721,23283,0,0.0,0.0,0,0,0,0,0,0,72,32,0.534092552,0.178030851,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,99676,2,2,64,320,32,32,32.0,0.0,160,160,160.0,0.0,3852.482042,40.13002127,33225.33333,57541.03723,99668,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,20.06501063,20.06501063,32,160,83.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,104.0,32.0,160.0,40,0,0,0,0,0,0,2,64,2,320,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,86,222,43,43,43.0,0.0,111,111,111.0,0.0,1673913.043,21739.13043,61.33333333,103.6355795,181,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,10869.56522,10869.56522,43,111,70.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,87.75,43.0,111.0,40,0,0,0,0,0,0,2,86,2,222,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,17004,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117.6193837,17004.0,0.0,17004,17004,17004,17004.0,0.0,17004,17004,0,0.0,0.0,0,0,0,0,0,0,64,0,117.6193837,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,129,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15503.87597,129.0,0.0,129,129,129,129.0,0.0,129,129,0,0.0,0.0,0,0,0,0,0,0,64,0,15503.87597,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,320,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
135,14848157,11,6,574,472,156,0,52.18181818,67.68429387,152,0,78.66666667,68.10188446,70.44645339,1.144923239,928009.8125,3695545.687,14800000,1,14800000,1484815.7,4673665.5,14800000,1,390,78.0,66.99626855,167,1,0,0,0,0,244,144,0.740832684,0.404090555,0,156,58.11111111,66.55372787,4429.398693,0,0,0,1,0,0,0,0,0,61.52941176,52.18181818,78.66666667,244,0,0,0,0,0,0,11,574,6,472,8192,2052,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
